# test name, category, real vulnerability, cwe, Go custom benchmark version: 0.1
BenchmarkTest05001,sqli,true,89
BenchmarkTest05002,sqli,true,89
BenchmarkTest05003,sqli,true,89
BenchmarkTest05004,sqli,false,89
BenchmarkTest05005,sqli,false,89
BenchmarkTest05006,cmdi,true,78
BenchmarkTest05007,cmdi,true,78
BenchmarkTest05008,cmdi,true,78
BenchmarkTest05009,cmdi,false,78
BenchmarkTest05010,cmdi,false,78
BenchmarkTest05011,pathtraver,true,22
BenchmarkTest05012,pathtraver,true,22
BenchmarkTest05013,pathtraver,true,22
BenchmarkTest05014,pathtraver,false,22
BenchmarkTest05015,pathtraver,false,22
BenchmarkTest05016,ssrf,true,918
BenchmarkTest05017,ssrf,true,918
BenchmarkTest05018,ssrf,true,918
BenchmarkTest05019,ssrf,false,918
BenchmarkTest05020,ssrf,false,918
BenchmarkTest05021,xss,true,79
BenchmarkTest05022,xss,true,79
BenchmarkTest05023,xss,true,79
BenchmarkTest05024,xss,false,79
BenchmarkTest05025,xss,false,79
BenchmarkTest05026,tlsverify,true,295
BenchmarkTest05027,tlsverify,true,295
BenchmarkTest05028,tlsverify,true,295
BenchmarkTest05029,tlsverify,false,295
BenchmarkTest05030,tlsverify,false,295
BenchmarkTest05031,weakrand,true,338
BenchmarkTest05032,weakrand,true,338
BenchmarkTest05033,weakrand,true,338
BenchmarkTest05034,weakrand,false,338
BenchmarkTest05035,weakrand,false,338
BenchmarkTest05036,jwt,true,347
BenchmarkTest05037,jwt,true,347
BenchmarkTest05038,jwt,true,347
BenchmarkTest05039,jwt,false,347
BenchmarkTest05040,jwt,false,347
BenchmarkTest05041,zipslip,true,22
BenchmarkTest05042,zipslip,true,22
BenchmarkTest05043,zipslip,true,22
BenchmarkTest05044,zipslip,false,22
BenchmarkTest05045,zipslip,false,22
BenchmarkTest05046,racecond,true,362
BenchmarkTest05047,racecond,true,362
BenchmarkTest05048,racecond,true,362
BenchmarkTest05049,racecond,false,362
BenchmarkTest05050,racecond,false,362
