# test name, category, real vulnerability, cwe, Spring custom benchmark v2 version: 0.1
BenchmarkTest06001,cmdi-entry,true,78
BenchmarkTest06003,cmdi-entry,true,78
BenchmarkTest06004,cmdi-entry,true,78
BenchmarkTest06005,cmdi-entry,true,78
BenchmarkTest06006,cmdi-entry,true,78
BenchmarkTest06007,cmdi-entry,true,78
BenchmarkTest06008,cmdi-entry,true,78
BenchmarkTest06010,cmdi-entry,true,78
BenchmarkTest06012,cmdi-entry,true,78
BenchmarkTest06013,cmdi-entry,false,78
BenchmarkTest06014,cmdi-entry,false,78
BenchmarkTest06015,cmdi-entry,false,78
BenchmarkTest06016,cmdi-entry,false,78
BenchmarkTest06021,cmdi-source,true,78
BenchmarkTest06023,cmdi-source,true,78
BenchmarkTest06024,cmdi-source,true,78
BenchmarkTest06025,cmdi-source,true,78
BenchmarkTest06026,cmdi-source,true,78
BenchmarkTest06027,cmdi-source,true,78
BenchmarkTest06029,cmdi-source,true,78
BenchmarkTest06030,cmdi-source,true,78
BenchmarkTest06031,cmdi-source,true,78
BenchmarkTest06032,cmdi-source,true,78
BenchmarkTest06033,cmdi-source,false,78
BenchmarkTest06034,cmdi-source,false,78
BenchmarkTest06035,cmdi-source,false,78
BenchmarkTest06036,cmdi-source,false,78
BenchmarkTest06101,redirect2,true,601
BenchmarkTest06102,redirect2,true,601
BenchmarkTest06103,redirect2,true,601
BenchmarkTest06104,redirect2,true,601
BenchmarkTest06105,redirect2,true,601
BenchmarkTest06106,redirect2,false,601
BenchmarkTest06107,redirect2,false,601
BenchmarkTest06108,redirect2,false,601
BenchmarkTest06111,ssrf2,true,918
BenchmarkTest06112,ssrf2,true,918
BenchmarkTest06113,ssrf2,true,918
BenchmarkTest06114,ssrf2,true,918
BenchmarkTest06115,ssrf2,true,918
BenchmarkTest06116,ssrf2,false,918
BenchmarkTest06117,ssrf2,false,918
BenchmarkTest06118,ssrf2,false,918
BenchmarkTest06121,sqlinj2,true,89
BenchmarkTest06122,sqlinj2,true,89
BenchmarkTest06123,sqlinj2,true,89
BenchmarkTest06124,sqlinj2,true,89
BenchmarkTest06125,sqlinj2,true,89
BenchmarkTest06126,sqlinj2,true,89
BenchmarkTest06127,sqlinj2,false,89
BenchmarkTest06128,sqlinj2,false,89
BenchmarkTest06129,sqlinj2,false,89
BenchmarkTest06131,pathtraver2,true,22
BenchmarkTest06132,pathtraver2,true,22
BenchmarkTest06133,pathtraver2,true,22
BenchmarkTest06134,pathtraver2,true,22
BenchmarkTest06135,pathtraver2,true,22
BenchmarkTest06136,pathtraver2,false,22
BenchmarkTest06137,pathtraver2,false,22
BenchmarkTest06138,pathtraver2,false,22
BenchmarkTest06141,spel2,true,917
BenchmarkTest06142,spel2,true,917
BenchmarkTest06143,spel2,true,917
BenchmarkTest06144,spel2,true,917
BenchmarkTest06145,spel2,false,917
BenchmarkTest06146,spel2,false,917
BenchmarkTest06151,templateinj2,true,1336
BenchmarkTest06152,templateinj2,true,1336
BenchmarkTest06153,templateinj2,true,1336
BenchmarkTest06154,templateinj2,true,1336
BenchmarkTest06155,templateinj2,false,1336
BenchmarkTest06156,templateinj2,false,1336
BenchmarkTest06161,xxe2,true,611
BenchmarkTest06162,xxe2,true,611
BenchmarkTest06163,xxe2,true,611
BenchmarkTest06164,xxe2,true,611
BenchmarkTest06165,xxe2,true,611
BenchmarkTest06166,xxe2,false,611
BenchmarkTest06167,xxe2,false,611
BenchmarkTest06171,deser2,true,502
BenchmarkTest06172,deser2,true,502
BenchmarkTest06173,deser2,true,502
BenchmarkTest06174,deser2,true,502
BenchmarkTest06175,deser2,false,502
BenchmarkTest06176,deser2,false,502
