# test name, category, real vulnerability, cwe, Benchmark version: 0.1, 2026-05-22
BenchmarkTest01256,racecond,true,362
BenchmarkTest01257,racecond,true,367
BenchmarkTest01258,racecond,true,833
BenchmarkTest01259,racecond,true,362
BenchmarkTest01260,racecond,true,362
BenchmarkTest01261,redirect,true,601
BenchmarkTest01262,redirect,true,601
BenchmarkTest01263,redirect,true,601
BenchmarkTest01264,redirect,true,601
BenchmarkTest01265,redirect,true,601
BenchmarkTest01266,jwt,true,347
BenchmarkTest01267,jwt,true,347
BenchmarkTest01268,jwt,true,347
BenchmarkTest01269,jwt,true,347
BenchmarkTest01270,jwt,true,347
BenchmarkTest01271,fileupload,true,434
BenchmarkTest01272,fileupload,true,434
BenchmarkTest01273,fileupload,true,434
BenchmarkTest01274,fileupload,true,434
BenchmarkTest01275,fileupload,true,434
BenchmarkTest04001,racecond,false,362
BenchmarkTest04002,racecond,false,362
BenchmarkTest04003,redirect,false,601
BenchmarkTest04004,redirect,false,601
BenchmarkTest04005,jwt,false,347
BenchmarkTest04006,jwt,false,347
BenchmarkTest04007,fileupload,false,434
BenchmarkTest04008,fileupload,false,434
BenchmarkTest04009,deserialization,true,502
BenchmarkTest04010,deserialization,true,502
BenchmarkTest04011,deserialization,true,502
BenchmarkTest04012,deserialization,false,502
BenchmarkTest04013,deserialization,false,502
BenchmarkTest04014,xxe,true,611
BenchmarkTest04015,xxe,true,611
BenchmarkTest04016,xxe,true,611
BenchmarkTest04017,xxe,false,611
BenchmarkTest04018,xxe,false,611
BenchmarkTest04019,zipslip,true,22
BenchmarkTest04020,zipslip,true,22
BenchmarkTest04021,zipslip,true,22
BenchmarkTest04022,zipslip,false,22
BenchmarkTest04023,zipslip,false,22
BenchmarkTest04024,ssrf,true,918
BenchmarkTest04025,ssrf,true,918
BenchmarkTest04026,ssrf,true,918
BenchmarkTest04027,ssrf,false,918
BenchmarkTest04028,ssrf,false,918
BenchmarkTest04029,tlsverify,true,295
BenchmarkTest04030,tlsverify,true,295
BenchmarkTest04031,tlsverify,true,295
BenchmarkTest04032,tlsverify,false,295
BenchmarkTest04033,tlsverify,false,295
